job_id,job_title,company,company_name,company_id,location,job_description,keywords,experience,education,salary,job-time
JOB100174,BI Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Ahmedabad, Gujarat","We are looking for a BI Analyst to join FinEdge Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",1-3 Years,Bachelor's Degree,₹4-7 LPA,Contract
JOB101976,Data Engineer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Chennai, Tamil Nadu","We are looking for a Data Engineer to join Innovexa Pvt Ltd. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Java, Spring Boot, SQL, REST API",2-4 Years,BCA,₹6-10 LPA,Full-Time
JOB101302,AI Engineer,Aster Technologies,Aster Technologies,COM012,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join Aster Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Python, SQL, AWS, ETL",1-3 Years,MBA,₹6-10 LPA,Contract
JOB100654,MIS Executive,Quantix Analytics,Quantix Analytics,COM009,"Nashik, Maharashtra","We are looking for a MIS Executive to join Quantix Analytics. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",1-3 Years,Master's Degree,₹8-12 LPA,Internship
JOB101378,ML Engineer,InsightWorks,InsightWorks,COM007,"Gurugram, Haryana","We are looking for a ML Engineer to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,MBA,₹6-10 LPA,Full-Time
JOB101484,Data Scientist,FinEdge Technologies,FinEdge Technologies,COM006,"Bengaluru, Karnataka","We are looking for a Data Scientist to join FinEdge Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,BCA,₹3-5 LPA,Part-Time
JOB101687,Business Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,Remote,"We are looking for a Business Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, SQL, AWS, ETL",3-5 Years,Bachelor's Degree,₹8-12 LPA,Full-Time
JOB102304,Data Scientist,ByteCraft Solutions,ByteCraft Solutions,COM008,"Bengaluru, Karnataka","We are looking for a Data Scientist to join ByteCraft Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",1-3 Years,Master's Degree,₹4-7 LPA,Full-Time
JOB100922,AI Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Chennai, Tamil Nadu","We are looking for a AI Engineer to join ByteCraft Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Tech / B.E. qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,B.Tech / B.E.,₹2.5-4 LPA,Part-Time
JOB100287,Data Engineer,Infosphere Analytics,Infosphere Analytics,COM002,"Bengaluru, Karnataka","We are looking for a Data Engineer to join Infosphere Analytics. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and BCA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,BCA,₹3-5 LPA,Internship
JOB100506,SQL Developer,Aster Technologies,Aster Technologies,COM012,Delhi NCR,"We are looking for a SQL Developer to join Aster Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",2-4 Years,Any Graduate,₹2.5-4 LPA,Remote
JOB100733,Product Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Ahmedabad, Gujarat","We are looking for a Product Analyst to join FinEdge Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and BCA qualification are preferred.","Spark, Python, SQL, AWS",0-1 Years,BCA,₹8-12 LPA,Internship
JOB100737,SQL Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Nagpur, Maharashtra","We are looking for a SQL Developer to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",8+ Years,Bachelor's Degree,₹8-12 LPA,Contract
JOB101150,Junior Data Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Junior Data Analyst to join ByteCraft Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",5-8 Years,BCA,₹4-7 LPA,Internship
JOB101839,Financial Analyst,Quantix Analytics,Quantix Analytics,COM009,"Chennai, Tamil Nadu","We are looking for a Financial Analyst to join Quantix Analytics. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",5-8 Years,Master's Degree,₹5-8 LPA,Remote
JOB100648,Financial Analyst,Quantix Analytics,Quantix Analytics,COM009,"Nagpur, Maharashtra","We are looking for a Financial Analyst to join Quantix Analytics. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Bachelor's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",0-1 Years,Bachelor's Degree,₹8-12 LPA,Part-Time
JOB102014,Business Analyst,Aster Technologies,Aster Technologies,COM012,"Pune, Maharashtra","We are looking for a Business Analyst to join Aster Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",1-3 Years,BCA,₹4-7 LPA,Remote
JOB102272,Junior Data Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Mumbai, Maharashtra","We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,B.Sc.,₹6-10 LPA,Contract
JOB100110,Product Analyst,NextGen Systems,NextGen Systems,COM005,Delhi NCR,"We are looking for a Product Analyst to join NextGen Systems. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and MBA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,MBA,₹8-12 LPA,Contract
JOB101864,Financial Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Mumbai, Maharashtra","We are looking for a Financial Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,BCA,₹8-12 LPA,Internship
JOB101977,Power BI Developer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Power BI Developer to join ByteCraft Solutions. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Spark, Python, SQL, AWS",0-1 Years,B.Sc.,₹8-12 LPA,Remote
JOB102188,Data Scientist,ByteCraft Solutions,ByteCraft Solutions,COM008,"Ahmedabad, Gujarat","We are looking for a Data Scientist to join ByteCraft Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Sc. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",5-8 Years,B.Sc.,₹8-12 LPA,Contract
JOB100997,Product Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Chennai, Tamil Nadu","We are looking for a Product Analyst to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",5-8 Years,Bachelor's Degree,₹4-7 LPA,Remote
JOB101656,Product Analyst,TechNova Solutions,TechNova Solutions,COM001,"Bengaluru, Karnataka","We are looking for a Product Analyst to join TechNova Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Tech / B.E. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",8+ Years,B.Tech / B.E.,,Part-Time
JOB101182,Product Analyst,NextGen Systems,NextGen Systems,COM005,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join NextGen Systems. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",8+ Years,MBA,₹4-7 LPA,Part-Time
JOB100840,Software Engineer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Gurugram, Haryana","We are looking for a Software Engineer to join CloudMatrix Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",2-4 Years,Any Graduate,₹4-7 LPA,Remote
JOB101973,Power BI Developer,Aster Technologies,Aster Technologies,COM012,"Mumbai, Maharashtra","We are looking for a Power BI Developer to join Aster Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",3-5 Years,Master's Degree,₹5-8 LPA,Part-Time
JOB101052,SQL Developer,DataBridge Labs,DataBridge Labs,COM004,"Bengaluru, Karnataka","We are looking for a SQL Developer to join DataBridge Labs. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",5-8 Years,Master's Degree,₹2.5-4 LPA,Remote
JOB101880,BI Analyst,TechNova Solutions,TechNova Solutions,COM001,"Hyderabad, Telangana","We are looking for a BI Analyst to join TechNova Solutions. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",3-5 Years,Master's Degree,₹10-16 LPA,Remote
JOB101412,Product Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,Delhi NCR,"We are looking for a Product Analyst to join ByteCraft Solutions. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Spark, Python, SQL, AWS",2-4 Years,BCA,₹2.5-4 LPA,Part-Time
JOB100749,  power bi developer ,DataBridge Labs,DataBridge Labs,COM004,"Pune, Maharashtra","We are looking for a Power BI Developer to join DataBridge Labs. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",8+ Years,Master's Degree,₹10-16 LPA,Full-Time
JOB100217,Power BI Developer,BluePeak Digital,BluePeak Digital,COM011,Remote,"We are looking for a Power BI Developer to join BluePeak Digital. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and BCA qualification are preferred.","Python, Pandas, NumPy, SQL",5-8 Years,BCA,₹6-10 LPA,Contract
JOB101201,Software Engineer,InsightWorks,InsightWorks,COM007,"Gurugram, Haryana","We are looking for a Software Engineer to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Tech / B.E. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,B.Tech / B.E.,₹4-7 LPA,Part-Time
JOB101857,Data Scientist,Aster Technologies,Aster Technologies,COM012,"Gurugram, Haryana","We are looking for a Data Scientist to join Aster Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",3-5 Years,B.Tech / B.E.,₹8-12 LPA,Remote
JOB100559,Data Scientist,FinEdge Technologies,FinEdge Technologies,COM006,"Bengaluru, Karnataka","We are looking for a Data Scientist to join FinEdge Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",3-5 Years,B.Tech / B.E.,₹8-12 LPA,Full-Time
JOB100616,Product Analyst,Infosphere Analytics,Infosphere Analytics,COM002,"Bengaluru, Karnataka","We are looking for a Product Analyst to join Infosphere Analytics. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",5-8 Years,BCA,₹8-12 LPA,Internship
JOB102278,Data Engineer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Bengaluru, Karnataka","We are looking for a Data Engineer to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Bachelor's Degree,₹8-12 LPA,Internship
JOB100092,SQL Developer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Pune, Maharashtra","We are looking for a SQL Developer to join ByteCraft Solutions. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Sc. qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,B.Sc.,₹8-12 LPA,Internship
JOB102487,Business Analyst,Aster Technologies,Aster Technologies,COM012,"Nagpur, Maharashtra","We are looking for a Business Analyst to join Aster Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",5-8 Years,Bachelor's Degree,₹5-8 LPA,Internship
JOB102495,Python Developer,TechNova Solutions,TECHNOVA SOLUTIONS,COM001,"Nashik, Maharashtra","We are looking for a Python Developer to join TechNova Solutions. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Bachelor's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",0-1 Years,Bachelor's Degree,₹6-10 LPA,Contract
JOB101836,Data Scientist,Infosphere Analytics,Infosphere Analytics,COM002,"Pune, Maharashtra","We are looking for a Data Scientist to join Infosphere Analytics. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,MBA,₹2.5-4 LPA,Remote
JOB101505,Data Engineer,Quantix Analytics,Quantix Analytics,COM009,"Pune, Maharashtra","We are looking for a Data Engineer to join Quantix Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Spark, Python, SQL, AWS",3-5 Years,MBA,₹6-10 LPA,Contract
JOB100267,SQL Developer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Pune, Maharashtra","We are looking for a SQL Developer to join ByteCraft Solutions. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,BCA,₹4-7 LPA,Contract
JOB101318,  data analyst ,Quantix Analytics,Quantix Analytics,COM009,"Bengaluru, Karnataka","We are looking for a Data Analyst to join Quantix Analytics. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,B.Sc.,₹4-7 LPA,Contract
JOB101078,Product Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Ahmedabad, Gujarat","We are looking for a Product Analyst to join CloudMatrix Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",3-5 Years,B.Tech / B.E.,₹10-16 LPA,Contract
JOB102088,Data Analyst,Aster Technologies,Aster Technologies,COM012,Delhi NCR,"We are looking for a Data Analyst to join Aster Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,Bachelor's Degree,₹6-10 LPA,Contract
JOB100294,ML Engineer,BluePeak Digital,BluePeak Digital,COM011,"Nashik, Maharashtra","We are looking for a ML Engineer to join BluePeak Digital. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","SQL, Power BI, Excel, DAX",2-4 Years,B.Tech / B.E.,₹10-16 LPA,Remote
JOB101324,Product Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,Remote,"We are looking for a Product Analyst to join ByteCraft Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,,₹10-16 LPA,Contract
JOB102162,Junior Data Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Chennai, Tamil Nadu","We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Sc. qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",5-8 Years,B.Sc.,₹5-8 LPA,Contract
JOB100111,Data Analyst,Quantix Analytics,Quantix Analytics,COM009,"Hyderabad, Telangana","We are looking for a Data Analyst to join Quantix Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",0-1 Years,B.Tech / B.E.,₹8-12 LPA,Internship
JOB102059,Financial Analyst,TechNova Solutions,TechNova Solutions,COM001,"Nagpur, Maharashtra","We are looking for a Financial Analyst to join TechNova Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Any Graduate qualification are preferred.","Python, SQL, AWS, ETL",5-8 Years,Any Graduate,₹5-8 LPA,Full-Time
JOB100481,BI Analyst,BluePeak Digital,BluePeak Digital,COM011,"Bengaluru, Karnataka","We are looking for a BI Analyst to join BluePeak Digital. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Sc. qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,B.Sc.,₹8-12 LPA,Part-Time
JOB100875,Software Engineer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join Innovexa Pvt Ltd. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Tech / B.E. qualification are preferred.","Java, Spring Boot, SQL, REST API",5-8 Years,B.Tech / B.E.,₹3-5 LPA,Full-Time
JOB102381,Financial Analyst,FinEdge Technologies,,COM006,"Ahmedabad, Gujarat","We are looking for a Financial Analyst to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",1-3 Years,MBA,₹2.5-4 LPA,Contract
JOB101724,Junior Data Analyst,NextGen Systems,NextGen Systems,COM005,"Ahmedabad, Gujarat","We are looking for a Junior Data Analyst to join NextGen Systems. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Any Graduate qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",5-8 Years,Any Graduate,₹2.5-4 LPA,Full-Time
JOB101103,MIS Executive,TechNova Solutions,TechNova Solutions,COM001,"Noida, Uttar Pradesh","We are looking for a MIS Executive to join TechNova Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Any Graduate,₹3-5 LPA,Internship
JOB100148,MIS Executive,Aster Technologies,Aster Technologies,COM012,"Chennai, Tamil Nadu","We are looking for a MIS Executive to join Aster Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","Spark, Python, SQL, AWS",5-8 Years,Master's Degree,₹4-7 LPA,Internship
JOB101762,Data Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Nagpur, Maharashtra","We are looking for a Data Engineer to join ByteCraft Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",2-4 Years,B.Tech / B.E.,₹6-10 LPA,Full-Time
JOB100685,Product Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Nashik, Maharashtra","We are looking for a Product Analyst to join Innovexa Pvt Ltd. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,Bachelor's Degree,₹10-16 LPA,Contract
JOB100743,Business Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Nagpur, Maharashtra","We are looking for a Business Analyst to join ByteCraft Solutions. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",5-8 Years,Bachelor's Degree,₹10-16 LPA,Remote
JOB100625,MIS Executive,BluePeak Digital,BluePeak Digital,COM011,"Chennai, Tamil Nadu","We are looking for a MIS Executive to join BluePeak Digital. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and MBA qualification are preferred.","Python, Pandas, NumPy, SQL",5-8 Years,MBA,₹2.5-4 LPA,Remote
JOB100809,Junior Data Analyst,Aster Technologies,Aster Technologies,COM012,Remote,"We are looking for a Junior Data Analyst to join Aster Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and BCA qualification are preferred.","Java, Spring Boot, SQL, REST API",5-8 Years,BCA,₹6-10 LPA,Remote
